Date,Close,High,Low,Open,Volume
2024-04-01,261.1067810058594,274.04658608225594,260.1825092146882,272.1980424999136,65982658
2024-04-02,275.4330139160156,276.3572857747942,264.803887540062,264.803887540062,80400387
2024-04-03,271.2738037109375,273.12234751816703,267.5767160964784,272.1980756145523,53767058
2024-04-08,269.4252624511719,274.04662201294155,268.03885458264097,272.1980781882337,44179154
2024-04-09,265.2660217285156,271.73592469750383,261.56893431766525,271.73592469750383,38305903
2024-04-10,260.6446533203125,268.9630997028757,260.6446533203125,268.0388278825909,33451053
2024-04-11,262.9553527832031,266.1903043991652,259.72040116724105,260.64467305751594,32704505
2024-04-12,258.6602478027344,267.72767346371586,258.6602478027344,263.9098100275131,46712215
2024-04-15,249.11558532714844,260.56917545713225,247.20665363881776,256.2740791583883,38084902
2024-04-16,238.1392364501953,249.59282698086605,236.70753763386148,246.72942934819835,46510113
2024-04-17,242.9115600585937,244.34325884086445,236.23029907466383,242.4343271311702,40500013
2024-04-18,239.0937042236328,242.4343348215678,237.18477245338423,238.61647128107063,25133414
2024-04-19,230.5035095214844,240.0481683008419,226.20841307077347,238.6164694839383,36117480
2024-04-22,219.5271453857422,230.02626973027768,219.5271453857422,227.162872181768,32103726
2024-04-23,226.2084045410156,228.11733622490604,222.3905411732348,225.2539386990704,21548954
2024-04-24,248.6383514404297,248.6383514404297,237.6619942751132,238.6164601155756,44081784
2024-04-25,243.86602783203125,249.11559007499085,238.61646558907168,245.77495955674385,42585294
2024-04-26,245.77496337890625,256.75132096670205,245.2977304403064,253.88792333510315,40653744
2024-04-29,249.5928192138672,251.50175090957555,246.72942167030467,248.638353366013,15447822
2024-04-30,248.1611328125,251.9789963942308,248.1611328125,250.07006460336527,14704032
2024-05-02,249.11558532714844,251.02451701547903,239.57092688549525,242.4343244179912,22037978
2024-05-03,244.82049560546875,253.88792136863427,244.82049560546875,251.97898962902048,22827884
2024-05-06,250.070053100586,260.5691774674044,250.070053100586,250.070053100586,43172559
2024-05-07,254.84239196777344,254.84239196777344,248.63836369889503,252.93346019273395,22401447
2024-05-08,261.0464172363281,264.8642807425267,254.3651561004806,254.8423890387554,43950192
2024-05-09,262.0008850097656,265.3415156018756,259.61472030111565,261.52365206803563,27241691
2024-05-10,258.1830139160156,262.47811026582,254.84238342172333,262.47811026582,32079709
2024-05-13,262.0008850097656,263.4325838349556,257.2285555924657,259.61472030111565,19749229
2024-05-14,275.3634033203125,277.2723350591015,259.6147164753033,262.4781140834868,46502998
2024-05-15,273.93170166015625,281.5674285357007,272.5000028709917,274.8861675195993,62429111
2024-05-16,264.3870544433594,278.7040429511225,263.9098214931006,277.27234410034623,80715004
2024-05-17,272.97723388671875,275.84063144497105,266.7732058438388,266.7732058438388,46645961
2024-05-20,269.15936279296875,274.4089248332571,266.7731982292013,274.4089248332571,24322187
2024-05-21,269.15936279296875,273.45445900775013,267.72766405470827,269.63659570572224,18707757
2024-05-22,272.5,272.9772329246935,267.2504378283713,269.6366024518389,21802191
2024-05-23,271.0682983398437,279.6584908928669,269.6365995810065,273.9316958575181,29713493
2024-05-24,273.4544677734375,275.8406324136944,269.6366043490265,270.1138372770779,21539367
2024-05-27,280.1357421875,281.56744104024705,274.8861797274276,276.7951115310903,40145022
2024-05-28,276.31787109375,280.6129675356217,274.8861722797928,280.13573459763603,28040196
2024-05-29,273.93170166015625,283.4763602545868,273.93170166015625,277.27233216820696,30237804
2024-05-30,268.68212890625,273.9316909275089,268.2048959952265,272.9772251054618,18375539
2024-05-31,261.5236511230469,269.6366111031414,261.5236511230469,268.68214522313025,36680041
2024-06-03,269.6365966796875,275.36339165341536,265.3415004493916,266.29596627834627,28013778
2024-06-04,262.4781188964844,271.5455448219993,260.56918712269174,270.11384599165484,27137800
2024-06-05,263.9098205566406,268.2049170937288,262.0008887623792,265.3415194023367,14643697
2024-06-06,266.7732238769531,272.0227864219379,265.3415250010482,271.06832050466795,18827927
2024-06-07,260.5691833496094,267.2504444611378,258.6602516034584,265.34151271498683,25842113
2024-06-11,262.0008850097656,266.7732144270656,261.52365206803563,263.9098167766856,17965866
2024-06-12,262.0008850097656,264.3870497184156,260.56918618457564,264.3870497184156,16630971
2024-06-13,271.0682983398437,271.0682983398437,264.3870374652701,264.3870374652701,27971741
2024-06-14,277.2723388671875,278.7040376909424,269.15937886591007,272.0227765134197,33989140
2024-06-17,275.3634033203125,277.2723350591015,271.5455398427345,277.2723350591015,17172967
2024-06-18,277.74957275390625,279.6585045254108,273.9317092108972,276.795106868154,20418133
2024-06-19,301.6112060546875,305.4290694224684,278.2267929270297,279.18125876897494,108990272
